Open,High,Low,Close,Adj Close,Volume,Date,company
39.740002,39.950001,37.98,38.689999,38.689999,143100,2021-07-06,ACLS
38.860001,39.32,37.799999,37.939999,37.939999,181200,2021-07-07,ACLS
36.799999,37.68,35.580002,36.84,36.84,210300,2021-07-08,ACLS
37.380001,38.259998,37.200001,37.970001,37.970001,146700,2021-07-09,ACLS
38.18,38.419998,37.799999,38.290001,38.290001,86900,2021-07-12,ACLS
37.950001,38.099998,37.240002,37.330002,37.330002,143300,2021-07-13,ACLS
38.639999,38.639999,36.52,36.59,36.59,181700,2021-07-14,ACLS
36.189999,36.279999,34.700001,35.400002,35.400002,360800,2021-07-15,ACLS
35.880001,36.0,34.400002,34.5,34.5,213500,2021-07-16,ACLS
34.049999,34.360001,33.360001,34.060001,34.060001,303800,2021-07-19,ACLS
34.349998,35.84,33.830002,35.5,35.5,279500,2021-07-20,ACLS
35.68,37.509998,35.68,37.450001,37.450001,174300,2021-07-21,ACLS
37.439999,37.630001,36.860001,37.400002,37.400002,200700,2021-07-22,ACLS
37.709999,38.040001,37.049999,37.549999,37.549999,127300,2021-07-23,ACLS
37.57,38.200001,36.84,37.200001,37.200001,135000,2021-07-26,ACLS
36.869999,37.18,34.900002,35.779999,35.779999,133200,2021-07-27,ACLS
36.080002,37.560001,36.080002,37.32,37.32,176200,2021-07-28,ACLS
37.529999,37.830002,36.84,37.740002,37.740002,120400,2021-07-29,ACLS
37.330002,38.779999,37.330002,38.549999,38.549999,130900,2021-07-30,ACLS
39.09,39.75,38.529999,38.560001,38.560001,168100,2021-08-02,ACLS
38.57,39.09,37.91,39.07,39.07,242300,2021-08-03,ACLS
39.189999,39.689999,38.610001,38.709999,38.709999,194200,2021-08-04,ACLS
43.5,45.25,42.099998,43.650002,43.650002,561400,2021-08-05,ACLS
44.099998,45.57,43.349998,45.560001,45.560001,434000,2021-08-06,ACLS
45.310001,45.599998,43.880001,44.200001,44.200001,204500,2021-08-09,ACLS
44.169998,44.189999,43.32,44.060001,44.060001,128100,2021-08-10,ACLS
44.650002,44.93,43.200001,44.220001,44.220001,137000,2021-08-11,ACLS
43.740002,44.209999,42.880001,43.689999,43.689999,166600,2021-08-12,ACLS
44.0,44.200001,42.849998,43.07,43.07,220300,2021-08-13,ACLS
42.950001,43.490002,42.52,43.189999,43.189999,146400,2021-08-16,ACLS
42.560001,42.560001,41.310001,41.93,41.93,179600,2021-08-17,ACLS
42.150002,43.360001,42.150002,42.630001,42.630001,183800,2021-08-18,ACLS
42.470001,42.84,41.68,42.599998,42.599998,146800,2021-08-19,ACLS
42.650002,42.779999,41.75,42.52,42.52,148100,2021-08-20,ACLS
43.200001,44.529999,42.82,44.41,44.41,158600,2021-08-23,ACLS
45.0,45.419998,44.380001,45.25,45.25,178500,2021-08-24,ACLS
46.150002,49.73,46.040001,49.049999,49.049999,632800,2021-08-25,ACLS
48.630001,49.349998,47.080002,48.41,48.41,293500,2021-08-26,ACLS
48.360001,51.73,48.25,51.669998,51.669998,420800,2021-08-27,ACLS
52.130001,52.799999,50.009998,50.900002,50.900002,299700,2021-08-30,ACLS
50.880001,50.880001,48.830002,49.709999,49.709999,660200,2021-08-31,ACLS
49.799999,50.009998,48.169998,48.580002,48.580002,210100,2021-09-01,ACLS
48.950001,50.099998,48.599998,49.84,49.84,157300,2021-09-02,ACLS
49.549999,50.610001,49.25,50.060001,50.060001,224400,2021-09-03,ACLS
50.099998,50.459999,48.82,50.049999,50.049999,215100,2021-09-07,ACLS
49.799999,49.799999,48.450001,48.799999,48.799999,153400,2021-09-08,ACLS
48.560001,49.540001,48.220001,48.860001,48.860001,155500,2021-09-09,ACLS
49.380001,49.860001,48.650002,48.709999,48.709999,150600,2021-09-10,ACLS
49.09,49.25,48.150002,49.150002,49.150002,186700,2021-09-13,ACLS
49.23,49.82,48.66,49.23,49.23,141600,2021-09-14,ACLS
49.25,49.25,48.040001,49.200001,49.200001,139700,2021-09-15,ACLS
48.98,49.799999,48.5,49.439999,49.439999,217700,2021-09-16,ACLS
49.330002,49.459999,47.75,48.880001,48.880001,551400,2021-09-17,ACLS
47.330002,48.259998,46.509998,48.220001,48.220001,209700,2021-09-20,ACLS
48.34,48.5,47.279999,47.849998,47.849998,120000,2021-09-21,ACLS
48.34,48.889999,48.0,48.470001,48.470001,209600,2021-09-22,ACLS
48.630001,50.43,48.349998,50.130001,50.130001,156800,2021-09-23,ACLS
49.880001,50.18,49.119999,49.150002,49.150002,180500,2021-09-24,ACLS
48.77,49.93,48.150002,49.759998,49.759998,167600,2021-09-27,ACLS
48.720001,48.73,47.419998,47.68,47.68,197800,2021-09-28,ACLS
48.139999,48.189999,46.299999,46.709999,46.709999,219500,2021-09-29,ACLS
47.139999,48.549999,47.0,47.029999,47.029999,220000,2021-09-30,ACLS
47.34,48.080002,46.279999,47.810001,47.810001,192500,2021-10-01,ACLS
47.34,47.380001,45.330002,45.52,45.52,238400,2021-10-04,ACLS
45.830002,47.130001,45.830002,45.950001,45.950001,156700,2021-10-05,ACLS
45.700001,46.529999,45.139999,45.880001,45.880001,160800,2021-10-06,ACLS
46.639999,47.939999,46.470001,47.459999,47.459999,262100,2021-10-07,ACLS
47.619999,47.919998,46.860001,47.18,47.18,162400,2021-10-08,ACLS
47.080002,49.220001,46.849998,48.560001,48.560001,420900,2021-10-11,ACLS
49.150002,49.830002,47.299999,47.66,47.66,345400,2021-10-12,ACLS
47.790001,48.66,46.91,47.189999,47.189999,218000,2021-10-13,ACLS
48.529999,48.59,47.880001,48.450001,48.450001,163800,2021-10-14,ACLS
49.240002,50.25,48.189999,49.369999,49.369999,607000,2021-10-15,ACLS
49.279999,49.700001,47.5,49.639999,49.639999,311500,2021-10-18,ACLS
49.75,51.720001,49.509998,51.209999,51.209999,347300,2021-10-19,ACLS
51.52,51.650002,49.700001,49.970001,49.970001,284000,2021-10-20,ACLS
50.0,50.169998,48.470001,49.450001,49.450001,179300,2021-10-21,ACLS
49.75,50.400002,49.0,49.290001,49.290001,168800,2021-10-22,ACLS
49.310001,50.130001,48.98,49.32,49.32,186500,2021-10-25,ACLS
50.040001,52.48,49.540001,50.860001,50.860001,636300,2021-10-26,ACLS
50.5,51.580002,50.080002,50.169998,50.169998,230700,2021-10-27,ACLS
50.950001,54.200001,50.950001,53.990002,53.990002,595200,2021-10-28,ACLS
54.560001,55.009998,53.099998,54.93,54.93,402300,2021-10-29,ACLS
55.5,57.0,55.380001,56.700001,56.700001,487800,2021-11-01,ACLS
57.0,57.290001,55.93,57.029999,57.029999,330300,2021-11-02,ACLS
57.099998,59.560001,55.900002,59.040001,59.040001,551300,2021-11-03,ACLS
58.900002,59.580002,53.689999,57.91,57.91,791300,2021-11-04,ACLS
58.799999,62.0,58.799999,61.060001,61.060001,485000,2021-11-05,ACLS
63.049999,63.049999,61.299999,61.849998,61.849998,382000,2021-11-08,ACLS
61.779999,62.639999,61.200001,62.139999,62.139999,383300,2021-11-09,ACLS
60.84,63.23,60.049999,60.43,60.43,612300,2021-11-10,ACLS
61.279999,62.189999,60.669998,61.130001,61.130001,300200,2021-11-11,ACLS
62.0,62.349998,61.310001,61.41,61.41,324300,2021-11-12,ACLS
62.130001,62.73,61.049999,61.810001,61.810001,357400,2021-11-15,ACLS
61.650002,64.169998,60.889999,64.160004,64.160004,511400,2021-11-16,ACLS
64.18,65.160004,62.34,63.02,63.02,367200,2021-11-17,ACLS
64.769997,64.769997,61.759998,62.950001,62.950001,315100,2021-11-18,ACLS
62.669998,63.990002,62.150002,62.560001,62.560001,303000,2021-11-19,ACLS
64.059998,64.989998,62.740002,63.580002,63.580002,490800,2021-11-22,ACLS
63.150002,64.650002,61.400002,63.830002,63.830002,477400,2021-11-23,ACLS
63.16,64.879997,62.41,64.720001,64.720001,246500,2021-11-24,ACLS
62.799999,63.740002,61.169998,62.830002,62.830002,240400,2021-11-26,ACLS
64.080002,64.529999,61.450001,62.209999,62.209999,519500,2021-11-29,ACLS
61.529999,62.860001,59.619999,61.82,61.82,983400,2021-11-30,ACLS
63.52,67.190002,63.110001,63.48,63.48,682200,2021-12-01,ACLS
63.790001,64.989998,61.810001,63.990002,63.990002,332400,2021-12-02,ACLS
64.379997,65.0,61.299999,61.959999,61.959999,339100,2021-12-03,ACLS
62.98,64.050003,60.119999,63.450001,63.450001,318800,2021-12-06,ACLS
64.699997,68.970001,64.68,68.730003,68.730003,713900,2021-12-07,ACLS
69.18,69.790001,67.459999,68.910004,68.910004,467300,2021-12-08,ACLS
68.769997,69.32,65.650002,65.849998,65.849998,326300,2021-12-09,ACLS
68.860001,68.860001,64.860001,66.0,66.0,448600,2021-12-10,ACLS
66.18,66.32,63.110001,63.41,63.41,422200,2021-12-13,ACLS
62.68,63.75,61.5,63.470001,63.470001,363600,2021-12-14,ACLS
63.709999,67.339996,62.209999,67.25,67.25,474300,2021-12-15,ACLS
67.900002,67.900002,61.580002,61.939999,61.939999,462400,2021-12-16,ACLS
61.459999,63.610001,61.0,63.209999,63.209999,916900,2021-12-17,ACLS
61.830002,63.080002,60.950001,62.82,62.82,413200,2021-12-20,ACLS
64.739998,65.550003,63.139999,65.290001,65.290001,296300,2021-12-21,ACLS
64.959999,67.0,64.5,66.769997,66.769997,184100,2021-12-22,ACLS
67.860001,68.379997,66.75,68.080002,68.080002,275900,2021-12-23,ACLS
68.800003,73.139999,68.669998,72.839996,72.839996,387500,2021-12-27,ACLS
72.839996,73.300003,70.400002,71.419998,71.419998,308700,2021-12-28,ACLS
71.279999,73.5,71.099998,73.360001,73.360001,283000,2021-12-29,ACLS
73.400002,74.5,71.639999,73.110001,73.110001,725800,2021-12-30,ACLS
73.260002,75.400002,73.230003,74.559998,74.559998,449100,2021-12-31,ACLS
75.370003,77.169998,74.919998,76.769997,76.769997,652900,2022-01-03,ACLS
76.900002,77.599998,72.760002,74.980003,74.980003,789100,2022-01-04,ACLS
74.900002,75.040001,70.029999,70.190002,70.190002,461500,2022-01-05,ACLS
70.300003,73.330002,68.790001,72.169998,72.169998,454700,2022-01-06,ACLS
72.199997,72.910004,67.449997,68.669998,68.669998,402600,2022-01-07,ACLS
68.029999,68.360001,63.900002,67.129997,67.129997,584600,2022-01-10,ACLS
67.150002,68.900002,65.669998,68.540001,68.540001,338700,2022-01-11,ACLS
69.470001,71.029999,68.419998,70.209999,70.209999,352300,2022-01-12,ACLS
72.0,73.0,67.110001,67.400002,67.400002,431200,2022-01-13,ACLS
66.230003,71.489998,65.800003,71.389999,71.389999,296300,2022-01-14,ACLS
69.940002,70.629997,65.629997,65.889999,65.889999,425400,2022-01-18,ACLS
66.779999,67.830002,62.549999,62.84,62.84,477700,2022-01-19,ACLS
63.91,65.290001,60.759998,60.939999,60.939999,315000,2022-01-20,ACLS
60.110001,63.32,59.299999,59.990002,59.990002,474500,2022-01-21,ACLS
58.869999,61.880001,55.849998,61.720001,61.720001,632200,2022-01-24,ACLS
59.619999,61.110001,58.009998,59.41,59.41,342300,2022-01-25,ACLS
62.540001,64.559998,60.25,61.639999,61.639999,465200,2022-01-26,ACLS
62.259998,62.259998,56.400002,57.299999,57.299999,467000,2022-01-27,ACLS
56.23,59.119999,54.200001,59.09,59.09,517700,2022-01-28,ACLS
59.5,62.650002,58.639999,62.610001,62.610001,479900,2022-01-31,ACLS
63.119999,63.82,60.860001,63.27,63.27,278800,2022-02-01,ACLS
64.139999,65.190002,62.220001,63.580002,63.580002,301300,2022-02-02,ACLS
61.889999,63.240002,60.740002,61.139999,61.139999,319000,2022-02-03,ACLS
61.349998,63.75,60.330002,62.889999,62.889999,291500,2022-02-04,ACLS
63.279999,64.900002,62.889999,63.240002,63.240002,467500,2022-02-07,ACLS
65.5,68.589996,63.52,67.279999,67.279999,1089700,2022-02-08,ACLS
68.589996,71.769997,67.889999,71.68,71.68,710000,2022-02-09,ACLS
70.0,75.0,68.879997,71.25,71.25,952900,2022-02-10,ACLS
71.300003,71.959999,64.050003,64.75,64.75,709300,2022-02-11,ACLS
64.980003,67.75,64.889999,65.989998,65.989998,447700,2022-02-14,ACLS
67.599998,70.82,67.599998,70.400002,70.400002,412900,2022-02-15,ACLS
70.449997,72.050003,68.559998,71.480003,71.480003,398900,2022-02-16,ACLS
70.160004,70.980003,68.330002,68.790001,68.790001,279600,2022-02-17,ACLS
69.0,69.470001,66.730003,67.550003,67.550003,278900,2022-02-18,ACLS
66.129997,68.269997,64.389999,65.410004,65.410004,346600,2022-02-22,ACLS
67.139999,68.260002,63.599998,63.84,63.84,363800,2022-02-23,ACLS
60.0,67.870003,59.02,67.75,67.75,503400,2022-02-24,ACLS
67.769997,69.470001,66.410004,69.440002,69.440002,324500,2022-02-25,ACLS
69.169998,71.690002,67.699997,69.220001,69.220001,500600,2022-02-28,ACLS
70.519997,71.150002,65.879997,66.709999,66.709999,514400,2022-03-01,ACLS
67.75,71.75,67.419998,71.589996,71.589996,541100,2022-03-02,ACLS
72.330002,72.830002,68.440002,69.139999,69.139999,449700,2022-03-03,ACLS
67.75,68.589996,60.310001,61.630001,61.630001,858700,2022-03-04,ACLS
61.66,63.040001,58.580002,58.84,58.84,546800,2022-03-07,ACLS
59.169998,64.68,58.84,62.110001,62.110001,611100,2022-03-08,ACLS
64.550003,66.709999,64.459999,65.730003,65.730003,552400,2022-03-09,ACLS
64.0,65.139999,63.009998,64.870003,64.870003,255500,2022-03-10,ACLS
66.0,67.410004,63.360001,63.380001,63.380001,275400,2022-03-11,ACLS
63.380001,63.459999,59.009998,59.169998,59.169998,527900,2022-03-14,ACLS
59.639999,64.57,59.549999,64.43,64.43,529200,2022-03-15,ACLS
65.68,71.980003,65.68,71.809998,71.809998,724100,2022-03-16,ACLS
70.879997,75.730003,70.029999,75.360001,75.360001,652900,2022-03-17,ACLS
74.739998,81.309998,74.540001,80.529999,80.529999,1319900,2022-03-18,ACLS
80.529999,80.839996,76.699997,78.529999,78.529999,700200,2022-03-21,ACLS
79.18,82.709999,78.900002,81.300003,81.300003,480800,2022-03-22,ACLS
80.529999,82.889999,78.379997,78.559998,78.559998,540200,2022-03-23,ACLS
79.720001,83.739998,79.120003,82.529999,82.529999,534100,2022-03-24,ACLS
82.529999,82.540001,76.620003,78.510002,78.510002,674800,2022-03-25,ACLS
78.760002,79.849998,75.849998,78.57,78.57,588400,2022-03-28,ACLS
80.910004,81.709999,78.889999,81.150002,81.150002,523500,2022-03-29,ACLS
