Open,High,Low,Close,Adj Close,Volume,Date,company
44.25,44.32,42.639999,43.400002,42.842037,527000,2021-07-06,ABM
43.189999,43.57,42.549999,42.900002,42.348461,603200,2021-07-07,ABM
42.34,42.84,41.959999,42.57,42.022705,562400,2021-07-08,ABM
42.959999,43.689999,42.880001,43.099998,42.545891,350200,2021-07-09,ABM
42.66,44.299999,42.619999,44.240002,43.671234,482400,2021-07-12,ABM
44.0,44.360001,43.799999,44.099998,43.533035,549700,2021-07-13,ABM
44.459999,45.32,44.150002,45.060001,44.480694,754900,2021-07-14,ABM
44.900002,46.75,44.900002,46.57,45.971279,960800,2021-07-15,ABM
46.91,47.07,46.240002,46.419998,45.823208,970800,2021-07-16,ABM
45.57,45.619999,44.169998,44.610001,44.03648,951900,2021-07-19,ABM
44.720001,46.66,44.720001,46.080002,45.487579,456800,2021-07-20,ABM
46.299999,46.799999,45.450001,45.709999,45.122334,393200,2021-07-21,ABM
45.41,45.650002,45.080002,45.380001,44.796581,422900,2021-07-22,ABM
45.5,46.07,45.18,45.91,45.319763,368900,2021-07-23,ABM
46.349998,46.860001,45.639999,46.16,45.566551,421900,2021-07-26,ABM
45.68,46.139999,45.41,45.740002,45.151951,293600,2021-07-27,ABM
46.040001,47.02,45.619999,46.5,45.902184,306500,2021-07-28,ABM
47.09,47.59,46.82,47.02,46.415493,343900,2021-07-29,ABM
46.82,47.599998,46.27,46.490002,45.892311,1849100,2021-07-30,ABM
46.669998,47.549999,45.220001,45.310001,44.727482,592700,2021-08-02,ABM
45.549999,47.27,45.029999,47.189999,46.583305,662600,2021-08-03,ABM
46.700001,47.279999,46.52,46.68,46.079865,483300,2021-08-04,ABM
46.990002,47.0,46.439999,46.700001,46.099609,409300,2021-08-05,ABM
47.09,47.490002,46.82,47.0,46.395748,214300,2021-08-06,ABM
46.810001,46.91,46.310001,46.759998,46.158833,186300,2021-08-09,ABM
46.549999,47.220001,46.299999,47.130001,46.524082,183800,2021-08-10,ABM
47.290001,47.93,47.0,47.919998,47.303921,199600,2021-08-11,ABM
47.990002,47.990002,47.150002,47.360001,46.751125,241700,2021-08-12,ABM
47.259998,47.799999,46.900002,47.529999,46.918934,313200,2021-08-13,ABM
47.439999,47.439999,46.810001,47.189999,46.583305,191800,2021-08-16,ABM
46.740002,47.610001,46.450001,47.439999,46.830093,985200,2021-08-17,ABM
47.450001,48.009998,46.830002,46.849998,46.247677,273600,2021-08-18,ABM
46.490002,47.700001,46.490002,47.599998,46.988041,391200,2021-08-19,ABM
47.650002,48.709999,47.419998,48.360001,47.738266,484600,2021-08-20,ABM
48.529999,48.77,48.189999,48.509998,47.886337,372000,2021-08-23,ABM
48.919998,49.02,48.18,48.380001,47.758011,279600,2021-08-24,ABM
48.450001,48.900002,48.189999,48.669998,48.044277,230000,2021-08-25,ABM
48.970001,50.709999,48.970001,49.07,48.43914,426800,2021-08-26,ABM
49.200001,50.0,49.029999,49.740002,49.100525,506300,2021-08-27,ABM
49.860001,49.970001,49.110001,49.139999,48.50824,252800,2021-08-30,ABM
49.09,49.650002,48.939999,49.52,48.88335,731900,2021-08-31,ABM
49.720001,49.959999,48.240002,48.759998,48.133125,348500,2021-09-01,ABM
48.869999,49.110001,48.110001,48.869999,48.241707,347000,2021-09-02,ABM
48.700001,49.029999,48.419998,48.860001,48.231842,389300,2021-09-03,ABM
48.799999,48.830002,47.18,47.220001,46.612923,384700,2021-09-07,ABM
47.16,47.509998,46.799999,47.25,46.642536,509100,2021-09-08,ABM
45.52,47.990002,45.290001,45.900002,45.309895,867400,2021-09-09,ABM
46.169998,47.369999,45.84,46.200001,45.606033,504200,2021-09-10,ABM
46.43,46.869999,45.860001,46.259998,45.665264,465800,2021-09-13,ABM
46.380001,46.380001,45.419998,45.959999,45.369118,374600,2021-09-14,ABM
46.18,46.529999,45.48,46.490002,45.892311,354400,2021-09-15,ABM
46.639999,46.919998,45.66,45.91,45.319763,516600,2021-09-16,ABM
45.790001,45.91,44.709999,45.080002,44.500439,1195100,2021-09-17,ABM
