Open,High,Low,Close,Adj Close,Volume,Date,company
109.589996,110.059998,107.309998,110.0,109.47834,268100,2021-07-06,AEIS
110.650002,111.839996,108.550003,109.68,109.159851,196400,2021-07-07,AEIS
106.760002,108.0,103.949997,106.760002,106.2537,162400,2021-07-08,AEIS
106.730003,107.849998,105.650002,106.68,106.17408,215000,2021-07-09,AEIS
106.800003,107.879997,105.809998,107.709999,107.199196,169800,2021-07-12,AEIS
107.099998,108.18,105.910004,106.32,105.815788,157700,2021-07-13,AEIS
107.379997,108.370003,102.870003,103.190002,102.700638,178400,2021-07-14,AEIS
102.720001,102.730003,98.339996,99.980003,99.505867,189900,2021-07-15,AEIS
100.980003,101.099998,96.190002,96.199997,95.743782,242000,2021-07-16,AEIS
94.150002,96.089996,91.809998,94.599998,94.15136,297700,2021-07-19,AEIS
95.489998,100.650002,94.629997,99.269997,98.799217,233000,2021-07-20,AEIS
100.019997,103.989998,99.199997,103.300003,102.810104,236300,2021-07-21,AEIS
102.599998,103.300003,100.370003,101.080002,100.600647,120500,2021-07-22,AEIS
101.779999,102.18,100.879997,101.349998,100.869354,133600,2021-07-23,AEIS
101.459999,102.919998,100.059998,100.190002,99.714867,130700,2021-07-26,AEIS
99.349998,99.830002,95.169998,97.57,97.107285,198400,2021-07-27,AEIS
98.440002,102.650002,97.989998,101.639999,101.157982,168000,2021-07-28,AEIS
101.110001,103.510002,100.110001,102.32,101.834755,158700,2021-07-29,AEIS
101.209999,104.900002,100.849998,103.75,103.257973,133400,2021-07-30,AEIS
104.830002,106.620003,102.900002,103.0,102.511528,113100,2021-08-02,AEIS
103.769997,104.519997,100.279999,102.849998,102.362236,195600,2021-08-03,AEIS
91.849998,95.389999,89.699997,90.370003,89.941429,516300,2021-08-04,AEIS
88.800003,92.099998,87.830002,92.019997,91.583595,446200,2021-08-05,AEIS
92.360001,94.190002,91.199997,94.190002,93.743309,210800,2021-08-06,AEIS
94.699997,96.75,93.010002,93.019997,92.578857,218200,2021-08-09,AEIS
95.050003,95.050003,89.32,89.599998,89.175079,295800,2021-08-10,AEIS
89.769997,89.779999,87.959999,89.410004,88.985977,390100,2021-08-11,AEIS
88.550003,88.559998,86.050003,86.779999,86.368446,252100,2021-08-12,AEIS
87.260002,87.730003,85.029999,86.610001,86.199257,216500,2021-08-13,AEIS
85.970001,87.110001,85.209999,85.620003,85.213959,189600,2021-08-16,AEIS
84.639999,85.730003,81.82,82.879997,82.486946,309500,2021-08-17,AEIS
84.150002,85.889999,84.099998,84.470001,84.069412,314600,2021-08-18,AEIS
83.089996,84.459999,82.580002,83.169998,82.775566,204700,2021-08-19,AEIS
82.589996,83.650002,82.029999,82.730003,82.436783,201300,2021-08-20,AEIS
83.360001,84.290001,82.68,83.599998,83.303688,490000,2021-08-23,AEIS
84.269997,87.110001,84.269997,86.860001,86.552139,287700,2021-08-24,AEIS
86.760002,88.629997,86.760002,87.790001,87.478844,217500,2021-08-25,AEIS
87.800003,88.629997,86.910004,87.709999,87.399124,154900,2021-08-26,AEIS
88.150002,91.809998,88.150002,91.089996,90.767143,255200,2021-08-27,AEIS
91.760002,92.849998,90.139999,90.459999,90.139381,147200,2021-08-30,AEIS
90.57,90.830002,88.669998,90.18,89.860374,220900,2021-08-31,AEIS
90.559998,91.050003,89.050003,89.639999,89.322289,161900,2021-09-01,AEIS
89.620003,90.860001,89.32,89.910004,89.591339,143600,2021-09-02,AEIS
89.82,90.459999,88.669998,89.099998,88.784195,124600,2021-09-03,AEIS
89.440002,89.889999,88.110001,89.330002,89.01339,165700,2021-09-07,AEIS
89.330002,89.330002,85.639999,85.949997,85.645363,200800,2021-09-08,AEIS
85.75,87.389999,85.5,86.169998,85.864586,147100,2021-09-09,AEIS
87.150002,89.059998,86.75,87.019997,86.711571,178300,2021-09-10,AEIS
87.870003,88.330002,86.010002,88.080002,87.767822,168300,2021-09-13,AEIS
86.93,87.559998,85.510002,85.760002,85.456039,230300,2021-09-14,AEIS
85.720001,87.800003,84.959999,87.699997,87.389168,189600,2021-09-15,AEIS
86.879997,87.720001,86.279999,86.449997,86.143593,262000,2021-09-16,AEIS
86.739998,87.989998,85.279999,87.050003,86.74147,669200,2021-09-17,AEIS
84.589996,85.0,82.82,84.129997,83.831818,253600,2021-09-20,AEIS
84.879997,85.580002,82.839996,84.760002,84.459579,182900,2021-09-21,AEIS
85.690002,87.949997,85.309998,87.629997,87.319412,174800,2021-09-22,AEIS
87.639999,90.940002,87.489998,90.68,90.358604,226600,2021-09-23,AEIS
89.779999,91.190002,88.959999,90.629997,90.308777,155500,2021-09-24,AEIS
90.300003,91.870003,90.019997,91.760002,91.434784,184200,2021-09-27,AEIS
90.699997,91.82,89.510002,90.029999,89.710899,367500,2021-09-28,AEIS
90.239998,91.150002,89.419998,90.220001,89.90023,345500,2021-09-29,AEIS
90.940002,91.82,87.739998,87.75,87.438988,205300,2021-09-30,AEIS
88.809998,89.809998,87.120003,88.849998,88.535088,191800,2021-10-01,AEIS
88.309998,89.449997,85.120003,85.309998,85.007629,183200,2021-10-04,AEIS
86.080002,86.459999,84.709999,85.419998,85.117241,202700,2021-10-05,AEIS
84.870003,85.860001,83.879997,85.410004,85.107285,231300,2021-10-06,AEIS
86.610001,88.620003,85.709999,88.410004,88.096649,346700,2021-10-07,AEIS
88.730003,89.260002,87.230003,87.459999,87.150017,131700,2021-10-08,AEIS
87.190002,87.440002,85.699997,85.849998,85.545723,179300,2021-10-11,AEIS
85.449997,86.349998,84.589996,85.459999,85.157097,267400,2021-10-12,AEIS
86.349998,86.790001,84.690002,85.470001,85.167068,131000,2021-10-13,AEIS
87.040001,87.620003,85.68,87.389999,87.080261,212500,2021-10-14,AEIS
88.760002,88.870003,87.669998,88.440002,88.126541,263600,2021-10-15,AEIS
87.690002,87.900002,86.980003,87.239998,86.930794,94500,2021-10-18,AEIS
87.610001,88.510002,87.480003,88.0,87.688103,100500,2021-10-19,AEIS
88.25,88.800003,87.379997,87.559998,87.249649,110400,2021-10-20,AEIS
86.739998,87.5,85.639999,86.239998,85.934341,207100,2021-10-21,AEIS
85.730003,87.599998,84.839996,85.169998,84.868126,124400,2021-10-22,AEIS
85.690002,86.809998,84.970001,85.82,85.515823,106800,2021-10-25,AEIS
86.440002,86.440002,84.769997,85.279999,84.977737,153500,2021-10-26,AEIS
85.449997,86.190002,84.580002,84.760002,84.459579,134900,2021-10-27,AEIS
85.589996,91.309998,85.470001,91.230003,90.906654,200600,2021-10-28,AEIS
90.510002,92.120003,90.510002,91.82,91.49456,179000,2021-10-29,AEIS
