Open,High,Low,Close,Adj Close,Volume,Date,company
37.5,37.59,36.77,37.459999,36.200397,297200,2021-07-06,AAT
37.310001,37.5,36.790001,36.939999,35.697887,236100,2021-07-07,AAT
36.549999,36.990002,36.0,36.59,35.359657,444300,2021-07-08,AAT
36.970001,37.82,36.970001,37.790001,36.51931,175700,2021-07-09,AAT
37.689999,38.09,37.59,38.040001,36.760899,335400,2021-07-12,AAT
37.93,37.959999,36.82,36.950001,35.70755,288600,2021-07-13,AAT
37.110001,37.560001,36.900002,37.25,35.997463,284100,2021-07-14,AAT
37.169998,37.459999,37.09,37.200001,35.949142,276700,2021-07-15,AAT
37.490002,37.639999,36.959999,37.0,35.755871,233300,2021-07-16,AAT
36.240002,36.650002,34.779999,34.990002,33.813457,412500,2021-07-19,AAT
35.110001,36.98,35.009998,36.68,35.446629,445500,2021-07-20,AAT
36.98,37.689999,36.98,37.419998,36.161747,430300,2021-07-21,AAT
37.279999,37.279999,36.639999,36.700001,35.465953999999996,415100,2021-07-22,AAT
36.939999,37.099998,36.369999,36.57,35.340328,300200,2021-07-23,AAT
36.73,37.150002,36.369999,36.689999,35.456291,213900,2021-07-26,AAT
36.459999,37.110001,36.459999,36.849998,35.610916,310900,2021-07-27,AAT
36.919998,37.580002,36.650002,37.150002,35.900829,393600,2021-07-28,AAT
37.360001,37.91,37.189999,37.220001,35.968472,375400,2021-07-29,AAT
37.389999,38.150002,36.900002,36.93,35.688221,277900,2021-07-30,AAT
37.130001,37.830002,36.740002,36.82,35.581921,330200,2021-08-02,AAT
37.040001,37.040001,36.16,36.919998,35.678558,370800,2021-08-03,AAT
36.540001,37.009998,36.18,36.259998,35.040749,212000,2021-08-04,AAT
36.740002,37.599998,36.709999,37.599998,36.33569,188600,2021-08-05,AAT
37.810001,38.139999,37.540001,37.93,36.654594,218500,2021-08-06,AAT
38.110001,38.110001,37.349998,37.57,36.306698,220400,2021-08-09,AAT
37.509998,37.889999,37.220001,37.669998,36.403336,167500,2021-08-10,AAT
37.790001,38.209999,37.599998,38.150002,36.867203,189000,2021-08-11,AAT
38.41,38.610001,37.759998,38.27,36.983166,198000,2021-08-12,AAT
38.189999,38.43,38.049999,38.240002,36.954174,124900,2021-08-13,AAT
38.18,38.709999,38.0,38.099998,36.818878,394200,2021-08-16,AAT
37.689999,38.150002,37.23,37.799999,36.528969000000004,213000,2021-08-17,AAT
37.529999,37.889999,37.32,37.630001,36.364681,144500,2021-08-18,AAT
37.34,37.799999,37.150002,37.57,36.306698,159600,2021-08-19,AAT
37.349998,38.029999,37.0,37.869999,36.596611,161800,2021-08-20,AAT
38.23,38.25,37.700001,37.91,36.635269,126900,2021-08-23,AAT
37.970001,38.259998,37.700001,38.150002,36.867203,131300,2021-08-24,AAT
38.060001,38.650002,37.889999,38.279999,36.992828,179400,2021-08-25,AAT
38.330002,38.470001,38.029999,38.09,36.809219,213700,2021-08-26,AAT
38.439999,39.57,38.439999,39.389999,38.065498,246300,2021-08-27,AAT
39.509998,39.509998,38.459999,39.400002,38.075172,225900,2021-08-30,AAT
39.220001,40.23,39.220001,39.82,38.481049,346300,2021-08-31,AAT
39.970001,40.310001,39.759998,39.900002,38.558357,212700,2021-09-01,AAT
40.200001,40.200001,39.619999,39.84,38.500374,178700,2021-09-02,AAT
39.57,39.82,39.310001,39.790001,38.452053,139400,2021-09-03,AAT
40.139999,40.560001,39.810001,40.41,39.051208,326500,2021-09-07,AAT
39.869999,40.619999,39.650002,39.880001,38.827278,208900,2021-09-08,AAT
39.639999,39.919998,39.27,39.290001,38.252853,244900,2021-09-09,AAT
39.459999,39.459999,38.18,38.189999,37.181889,179300,2021-09-10,AAT
38.66,39.599998,38.66,39.490002,38.447575,229200,2021-09-13,AAT
39.709999,39.740002,38.889999,39.139999,38.106812,181400,2021-09-14,AAT
39.419998,39.849998,39.169998,39.650002,38.603348,291600,2021-09-15,AAT
39.509998,39.93,38.880001,38.889999,37.863407,365100,2021-09-16,AAT
39.25,39.380001,37.990002,38.009998,37.006638,673500,2021-09-17,AAT
37.389999,38.32,37.029999,38.099998,37.094261,288000,2021-09-20,AAT
38.43,38.619999,37.990002,38.009998,37.006638,254900,2021-09-21,AAT
38.25,39.009998,38.240002,38.610001,37.590805,216100,2021-09-22,AAT
