Open,High,Low,Close,Adj Close,Volume,Date,company
32.330002,32.459999,30.889999,31.129999,30.510788,275200,2021-07-06,AAN
30.74,31.469999,30.424999,30.73,30.118744,591900,2021-07-07,AAN
30.01,30.9,28.969999,29.83,29.236647,544200,2021-07-08,AAN
30.200001,30.93,29.889999,30.799999,30.187351,315500,2021-07-09,AAN
30.709999,31.280001,30.299999,30.950001,30.33437,316800,2021-07-12,AAN
30.559999,30.73,29.215,29.4,28.815201,289700,2021-07-13,AAN
29.370001,29.899,28.629999,28.73,28.158527,249100,2021-07-14,AAN
28.59,28.99,27.9,27.98,27.423445,375000,2021-07-15,AAN
28.309999,29.190001,28.01,28.17,27.609667,255900,2021-07-16,AAN
27.290001,28.15,27.049999,27.370001,26.825581,280700,2021-07-19,AAN
27.48,29.09,27.07,28.540001,27.972309,358400,2021-07-20,AAN
28.799999,29.65,28.545,28.98,28.403555,224600,2021-07-21,AAN
28.51,28.700001,27.58,27.799999,27.247025,188100,2021-07-22,AAN
27.860001,28.0,26.700001,27.290001,26.747171,361100,2021-07-23,AAN
27.65,28.219999,27.0,27.719999,27.168615,503500,2021-07-26,AAN
30.6,30.75,28.334999,30.129999,29.530678,653100,2021-07-27,AAN
30.559999,30.559999,28.540001,28.639999,28.070316,408000,2021-07-28,AAN
28.99,29.594999,28.48,28.52,27.952703,583600,2021-07-29,AAN
28.5,29.219999,28.5,28.870001,28.295742,234000,2021-07-30,AAN
29.040001,29.790001,28.75,28.790001,28.217333,253900,2021-08-02,AAN
28.950001,29.549999,28.620001,29.200001,28.619179,278900,2021-08-03,AAN
28.639999,29.34,27.469999,27.610001,27.060806,168500,2021-08-04,AAN
28.07,28.450001,27.73,27.959999,27.403843,226600,2021-08-05,AAN
28.18,28.48,27.6,27.65,27.100008,135700,2021-08-06,AAN
27.459999,27.610001,26.9,26.98,26.443335,240900,2021-08-09,AAN
26.879999,28.1,26.84,27.860001,27.305832,218400,2021-08-10,AAN
27.860001,28.709999,27.790001,28.67,28.099718,276000,2021-08-11,AAN
28.84,29.67,28.280001,29.459999,28.874004,292500,2021-08-12,AAN
29.34,30.25,29.190001,29.24,28.658382,321400,2021-08-13,AAN
28.860001,29.200001,27.77,27.799999,27.247025,212400,2021-08-16,AAN
27.610001,28.219999,27.309999,27.799999,27.247025,381100,2021-08-17,AAN
27.57,29.02,27.57,28.23,27.668472,247300,2021-08-18,AAN
27.85,28.73,27.700001,28.299999,27.737078,349100,2021-08-19,AAN
28.209999,29.0,27.945,28.110001,27.550861,402800,2021-08-20,AAN
28.33,28.530001,26.74,26.91,26.374729,255100,2021-08-23,AAN
26.969999,28.110001,26.66,27.98,27.423445,252900,2021-08-24,AAN
28.040001,28.530001,27.459999,27.540001,26.992197,158900,2021-08-25,AAN
27.48,27.889999,26.870001,26.959999,26.423735,218900,2021-08-26,AAN
26.950001,27.809999,26.879999,27.59,27.041204,341900,2021-08-27,AAN
27.540001,28.16,27.5,27.889999,27.335234,251400,2021-08-30,AAN
27.82,28.01,26.370001,26.52,25.992487,309300,2021-08-31,AAN
26.709999,27.48,26.6,26.9,26.364925,270100,2021-09-01,AAN
27.24,27.24,26.309999,26.549999,26.021889,182000,2021-09-02,AAN
26.76,26.870001,26.309999,26.85,26.315926,184300,2021-09-03,AAN
26.6,26.969999,26.35,26.42,25.894476,187500,2021-09-07,AAN
26.34,26.620001,26.049999,26.34,25.816065,186900,2021-09-08,AAN
26.139999,27.09,26.139999,26.690001,26.159107,165400,2021-09-09,AAN
27.07,27.16,26.139999,26.23,25.708254,180500,2021-09-10,AAN
26.309999,26.68,25.934999,26.57,26.041491,196600,2021-09-13,AAN
26.66,26.969999,25.690001,25.860001,25.345615,219200,2021-09-14,AAN
25.700001,26.290001,25.559999,26.16,25.73918,227200,2021-09-15,AAN
26.24,26.610001,26.0,26.4,25.975319,188600,2021-09-16,AAN
26.49,27.209999,26.18,26.93,26.496792,990200,2021-09-17,AAN
26.33,26.690001,25.93,26.639999,26.211458,244300,2021-09-20,AAN
26.77,26.945,26.201,26.68,26.250814,222100,2021-09-21,AAN
26.940001,27.674999,26.780001,27.5,27.057625,166000,2021-09-22,AAN
27.719999,28.715,27.65,27.799999,27.352797,175600,2021-09-23,AAN
27.440001,27.870001,27.33,27.52,27.077303,133200,2021-09-24,AAN
27.76,29.315001,27.525,28.85,28.38591,168600,2021-09-27,AAN
28.85,29.135,28.1,28.110001,27.657814,141500,2021-09-28,AAN
28.32,29.0,27.92,28.49,28.031698,158200,2021-09-29,AAN
28.530001,28.530001,27.43,27.540001,27.096981,141100,2021-09-30,AAN
27.6,28.559999,27.58,28.1,27.647974,160500,2021-10-01,AAN
27.99,28.309999,27.469999,27.6,27.156015,146800,2021-10-04,AAN
27.67,28.23,27.378,27.92,27.470867,182700,2021-10-05,AAN
27.540001,27.879999,27.08,27.540001,27.096981,138400,2021-10-06,AAN
27.709999,28.23,27.66,28.200001,27.746363,147400,2021-10-07,AAN
28.27,28.299999,27.860001,27.950001,27.500387,92200,2021-10-08,AAN
27.99,28.209999,27.620001,27.620001,27.175695,69800,2021-10-11,AAN
27.75,27.969999,27.23,27.280001,26.841164,129000,2021-10-12,AAN
27.24,27.341,26.459999,26.84,26.408241,125100,2021-10-13,AAN
27.26,27.82,26.9,27.620001,27.175695,131900,2021-10-14,AAN
28.25,28.25,27.450001,27.48,27.037947,105700,2021-10-15,AAN
27.48,28.57,27.41,28.280001,27.825077,147700,2021-10-18,AAN
28.33,28.84,28.26,28.51,28.051376,134100,2021-10-19,AAN
28.469999,29.349001,28.469999,29.209999,28.740116,133700,2021-10-20,AAN
29.33,29.940001,29.209999,29.48,29.005772,140500,2021-10-21,AAN
29.639999,30.440001,29.23,30.299999,29.81258,232000,2021-10-22,AAN
30.52,31.690001,29.84,31.040001,30.540678,312900,2021-10-25,AAN
29.950001,30.049999,24.0,24.24,23.850065,1351200,2021-10-26,AAN
23.76,24.110001,22.264,23.200001,22.826796,663000,2021-10-27,AAN
23.450001,23.82,22.889999,23.110001,22.738243,393600,2021-10-28,AAN
23.030001,23.77,23.030001,23.389999,23.013739,254700,2021-10-29,AAN
23.42,25.43,23.4,25.309999,24.902853,302600,2021-11-01,AAN
25.379999,25.66,24.889999,25.59,25.178349,260600,2021-11-02,AAN
25.379999,26.690001,25.26,26.58,26.152424,252100,2021-11-03,AAN
26.280001,26.700001,24.889999,25.200001,24.794622,317500,2021-11-04,AAN
25.549999,26.190001,25.35,25.6,25.188187,214600,2021-11-05,AAN
26.68,27.42,26.468,26.93,26.496792,301100,2021-11-08,AAN
26.35,27.1,26.094,26.389999,25.965479,234200,2021-11-09,AAN
26.299999,27.0,25.959999,26.129999,25.709661,183600,2021-11-10,AAN
26.16,26.639999,26.16,26.540001,26.113068,131500,2021-11-11,AAN
26.6,26.76,26.115,26.27,25.84741,77400,2021-11-12,AAN
26.4,26.4,25.620001,25.75,25.335773,117100,2021-11-15,AAN
25.469999,25.731001,25.174999,25.23,24.824141,147000,2021-11-16,AAN
25.389999,25.389999,24.834999,25.08,24.676554,142900,2021-11-17,AAN
24.98,25.68,24.82,25.65,25.237383,209400,2021-11-18,AAN
25.4,25.49,24.75,25.26,24.853659,168900,2021-11-19,AAN
