Open,High,Low,Close,Adj Close,Volume,Date,company
89.0,89.0,86.129997,86.5,86.5,400600,2021-07-06,ADUS
86.650002,87.690002,84.830002,85.599998,85.599998,75100,2021-07-07,ADUS
84.040001,84.269997,83.209999,83.650002,83.650002,123500,2021-07-08,ADUS
84.660004,85.279999,84.580002,84.639999,84.639999,96500,2021-07-09,ADUS
84.550003,86.349998,83.839996,86.32,86.32,144500,2021-07-12,ADUS
86.629997,87.779999,84.5,84.510002,84.510002,67100,2021-07-13,ADUS
84.809998,84.809998,82.400002,82.5,82.5,64800,2021-07-14,ADUS
81.860001,82.230003,80.970001,82.110001,82.110001,61000,2021-07-15,ADUS
82.900002,84.110001,82.779999,82.839996,82.839996,103900,2021-07-16,ADUS
81.379997,83.580002,80.639999,82.099998,82.099998,107700,2021-07-19,ADUS
82.75,85.330002,82.519997,83.949997,83.949997,128800,2021-07-20,ADUS
84.330002,84.879997,83.699997,84.059998,84.059998,110600,2021-07-21,ADUS
84.239998,84.459999,82.199997,82.639999,82.639999,66800,2021-07-22,ADUS
82.449997,84.730003,82.279999,84.650002,84.650002,66600,2021-07-23,ADUS
84.800003,85.0,83.010002,83.589996,83.589996,63400,2021-07-26,ADUS
82.919998,83.68,82.510002,83.0,83.0,45800,2021-07-27,ADUS
83.910004,83.910004,82.519997,83.330002,83.330002,66800,2021-07-28,ADUS
83.639999,84.470001,82.809998,83.809998,83.809998,49600,2021-07-29,ADUS
83.230003,86.800003,83.230003,86.790001,86.790001,129400,2021-07-30,ADUS
86.860001,87.669998,84.559998,85.110001,85.110001,116000,2021-08-02,ADUS
89.0,96.059998,88.0,94.699997,94.699997,314300,2021-08-03,ADUS
92.860001,94.639999,90.660004,92.0,92.0,163900,2021-08-04,ADUS
92.68,92.68,88.769997,89.419998,89.419998,97300,2021-08-05,ADUS
89.559998,91.5,88.660004,91.400002,91.400002,116700,2021-08-06,ADUS
91.389999,93.160004,90.169998,93.019997,93.019997,114200,2021-08-09,ADUS
92.779999,92.980003,87.800003,90.230003,90.230003,135500,2021-08-10,ADUS
90.230003,91.330002,88.93,90.940002,90.940002,65600,2021-08-11,ADUS
91.110001,92.190002,89.739998,91.25,91.25,54500,2021-08-12,ADUS
91.459999,91.900002,89.889999,90.190002,90.190002,51900,2021-08-13,ADUS
89.580002,91.25,88.519997,90.379997,90.379997,68200,2021-08-16,ADUS
90.230003,91.0,89.489998,90.730003,90.730003,41600,2021-08-17,ADUS
90.400002,91.75,90.260002,90.599998,90.599998,79000,2021-08-18,ADUS
90.019997,91.129997,86.589996,86.720001,86.720001,103100,2021-08-19,ADUS
86.330002,87.739998,85.360001,87.57,87.57,74500,2021-08-20,ADUS
88.169998,89.620003,87.540001,88.260002,88.260002,58300,2021-08-23,ADUS
88.510002,90.040001,87.690002,89.779999,89.779999,71000,2021-08-24,ADUS
89.910004,91.870003,88.839996,89.910004,89.910004,49800,2021-08-25,ADUS
90.199997,90.199997,88.529999,89.120003,89.120003,53300,2021-08-26,ADUS
89.220001,92.110001,89.220001,90.489998,90.489998,81700,2021-08-27,ADUS
90.959999,90.959999,89.5,89.949997,89.949997,44400,2021-08-30,ADUS
89.510002,90.540001,89.330002,89.919998,89.919998,97500,2021-08-31,ADUS
91.589996,91.589996,88.730003,90.239998,90.239998,61000,2021-09-01,ADUS
90.57,92.760002,90.57,92.169998,92.169998,55200,2021-09-02,ADUS
91.730003,91.730003,89.620003,90.25,90.25,49900,2021-09-03,ADUS
90.169998,90.300003,88.769997,88.839996,88.839996,56100,2021-09-07,ADUS
88.5,89.459999,88.040001,88.860001,88.860001,40500,2021-09-08,ADUS
88.720001,89.629997,87.910004,87.910004,87.910004,49700,2021-09-09,ADUS
88.220001,88.220001,84.980003,86.529999,86.529999,71200,2021-09-10,ADUS
87.199997,87.580002,86.040001,87.139999,87.139999,49900,2021-09-13,ADUS
87.699997,88.099998,85.720001,85.75,85.75,84500,2021-09-14,ADUS
85.589996,86.849998,84.790001,86.5,86.5,88400,2021-09-15,ADUS
86.839996,88.529999,85.019997,85.019997,85.019997,101200,2021-09-16,ADUS
85.220001,86.82,84.980003,86.559998,86.559998,206100,2021-09-17,ADUS
84.43,86.07,81.720001,82.760002,82.760002,85600,2021-09-20,ADUS
83.5,84.760002,82.639999,83.690002,83.690002,80400,2021-09-21,ADUS
84.599998,85.080002,83.349998,83.839996,83.839996,42700,2021-09-22,ADUS
84.239998,85.480003,84.0,84.550003,84.550003,52600,2021-09-23,ADUS
